  Nabs ijk   A/2       Y3       Z3           S f(N) sumC*C    Eex   dEl34 dE(T)  DTS  |Ddc| DbasL  Efinal
 84248 679     1.225000 4.322586 2.798293                              P .01 .989942 -.097010    13   236    -7   182   955 -.097974
 84249 689     1.225000 4.530116 2.023782                              P .01 .990197 -.096796    33   235    -1   175   978 -.097776
 84250 699     1.225000 4.600000 1.225000                              P .01 .991138 -.096512     5   261     0   149  1003 -.097516
 84251 699     1.225000 4.559040 0.612500                              P .01 .991025 -.096166    40   227   -15   152  1023 -.097206
 84252 699     1.225000 4.433889 0.000000                              P .01 .989754 -.095754    14   136   -13   188  1046 -.096815
 84253 609     1.225000 0.000000 6.225000                              P .01 .992491 -.097522   -16   163    10   115   840 -.098353
 84254 619     1.225000 0.868241 6.149039                              P .01 .991432 -.097512   -35   211     8   142   842 -.098347
 84255 629     1.225000 1.710101 5.923463                              P .01 .991372 -.097483     9   213    -2   144   846 -.098333
 84256 639     1.225000 2.500000 5.555127                              P .01 .991398 -.097474   -25   233     2   143   853 -.098326
 84257 649     1.225000 3.213938 5.055222                              P .01 .991445 -.097440   -16   227    -1   142   862 -.098305
 84258 659     1.225000 3.830222 4.438938                              P .01 .992483 -.097392     0   226    -3   114   874 -.098270
 84259 669     1.225000 4.330127 3.725000                              P .01 .992585 -.097323    21   203    -7   111   887 -.098218
 84260 679     1.225000 4.698463 2.935101                              P .01 .990962 -.097246    40   205   -17   155   902 -.098166
 84261 689     1.225000 4.924039 2.093241                              P .01 .991143 -.097132    17   210    -5   147   918 -.098056
 84262 699     1.225000 5.000000 1.225000                              P .01 .991609 -.096969     2   212    -5   136   935 -.097911
 84263 699     1.225000 4.962343 0.612500                              P .01 .991598 -.096818    24   193   -14   136   949 -.097783
 84264 699     1.225000 4.847615 0.000000                              P .01 .991429 -.096621    20   130   -10   141   965 -.097597
 84265 609     1.225000 0.000000 6.725000                              P .01 .993619 -.097504    29   116   -14    85   821 -.098340
 84266 619     1.225000 0.955065 6.641443                              P .01 .993584 -.097506    26   154   -16    87   822 -.098344
 84267 629     1.225000 1.881111 6.393309                              P .01 .992810 -.097499     9   167   -10   105   824 -.098335
 84268 639     1.225000 2.750000 5.988140                              P .01 .992967 -.097481    14   178   -12   102   828 -.098322
 84269 649     1.225000 3.535332 5.438244                              P .01 .991921 -.097472    14   186   -12   129   833 -.098319
 84270 659     1.225000 4.213244 4.760332                              P .01 .991851 -.097464    11   185    -5   131   840 -.098311
 84271 669     1.225000 4.763140 3.975000                              P .01 .992684 -.097453   -21   203     5   109   847 -.098296
 84272 679     1.225000 5.168309 3.106111                              P .01 .991217 -.097407   -19   178     1   149   856 -.098263
 84273 689     1.225000 5.416443 2.180065                              P .01 .993042 -.097356    -9   182    -5   100   866 -.098228
 84274 699     1.225000 5.500000 1.225000                              P .01 .992940 -.097283     7   178    -6   101   877 -.098167
 84275 699     1.225000 5.465788 0.612500                              P .01 .993095 -.097228     8   172    -5    98   885 -.098119
 84276 699     1.225000 5.361844 0.000000                              P .01 .991976 -.097150    19   121    -7   126   895 -.098053
 84277 606     1.300000 0.000000 3.900000                              P .01 .990513 -.103670    -8   131   -10   185  1083 -.104764
 84278 616     1.300000 0.451485 3.860500                              P .01 .989539 -.103599    -2   207   -11   217  1087 -.104700
 84279 626     1.300000 0.889252 3.743201                              P .01 .989593 -.103387     0   228   -14   216  1101 -.104505
 84280 636     1.300000 1.300000 3.551666                              P .01 .989614 -.102982    23   230   -17   216  1124 -.104125
 84281 646     1.300000 1.671248 3.291716                              P .01 .988975 -.102356    60   224   -26   235  1155 -.103539
 84282 656     1.300000 1.991716 2.971248                              P .01 .988916 -.101468    33   246   -20   239  1192 -.102683
 84283 666     1.300000 2.251666 2.600000                              h .19 .984909 -.100102   -66   419    14   421  1234 -.101404
 84284 676     1.300000 2.443201 2.189252                              P .01 .988792 -.098151   -40   262     3   246  1279 -.099429
 84285 686     1.300000 2.560500 1.751485                              P .01 .988827 -.095117   -28   229     4   247  1323 -.096439
 84286 696     1.300000 2.600000 1.300000                              P .01 .989848 -.090541   -41   259     7   208  1365 -.091902
 84287 696     1.300000 2.563635 0.866667                              P .01 .990931 -.083783   -42   277    16   178  1400 -.085169
 84288 696     1.300000 2.451304 0.433333                              P .01 .990839 -.072999   -47   276     7   183  1425 -.074418
 84289 696     1.300000 2.251666 0.000000                              0 .01 .988691 -.054916   -17   157    14   260  1436 -.056340
 84290 606     1.300000 0.000000 4.100000                              P .01 .988945 -.096402   -18   203   -11   229  1072 -.097486
 84291 616     1.300000 0.486215 4.057462                              P .01 .988997 -.096348    -6   301    -6   228  1077 -.097433
 84292 626     1.300000 0.957656 3.931139                              P .01 .989050 -.096162    40   322   -17   226  1091 -.097272
 84293 636     1.300000 1.400000 3.724871                              P .01 .988538 -.095832    29   345    -6   242  1115 -.096955
 84294 646     1.300000 1.799805 3.444924                              P .01 .988454 -.095337    18   373    -9   245  1146 -.096495
 84295 656     1.300000 2.144924 3.099805                              P .01 .988379 -.094570    13   399   -10   249  1185 -.095767
 84296 666     1.300000 2.424871 2.700000                              P .01 .988122 -.093427     9   398    -2   259  1228 -.094658
 84297 676     1.300000 2.631139 2.257656                              P .01 .988083 -.091759    -3   393     2   262  1273 -.093032
 84298 686     1.300000 2.757462 1.786215                              P .01 .989115 -.089171    14   374    -1   226  1318 -.090492
 84299 696     1.300000 2.800000 1.300000                              P .01 .989120 -.085220     7   361    -1   228  1360 -.086584
 84300 696     1.300000 2.766265 0.866667                              P .01 .990077 -.079945   -14   413     5   193  1392 -.081333
 84301 696     1.300000 2.662497 0.433333                              P .01 .990754 -.071964    18   394   -11   176  1415 -.073391
 84302 696     1.300000 2.479919 0.000000                              P .01 .990925 -.061938    33   261    -8   178  1427 -.063375
 84303 607     1.300000 0.000000 4.300000                              P .01 .989321 -.091509    29   195   -13   210  1050 -.092574
 84304 617     1.300000 0.520945 4.254423                              P .01 .989373 -.091476    -3   321    -3   209  1054 -.092536
 84305 627     1.300000 1.026060 4.119078                              P .01 .989316 -.091342    -1   351   -12   210  1069 -.092425
 84306 637     1.300000 1.500000 3.898076                              P .01 .988966 -.091056    44   353   -13   220  1093 -.092164
 84307 647     1.300000 1.928363 3.598133                              P .01 .988866 -.090684   -30   419     1   224  1125 -.091811
 84308 657     1.300000 2.298133 3.228363                              P .01 .988717 -.090017    44   383   -11   229  1163 -.091194
 84309 667     1.300000 2.598076 2.800000                              P .01 .987910 -.089104    54   383    -4   257  1207 -.090317
 84310 677     1.300000 2.819078 2.326060                              P .01 .988047 -.087733    11   385   -13   254  1253 -.089001
 84311 687     1.300000 2.954423 1.820945                              P .01 .988064 -.085669    42   378   -15   254  1298 -.086986
 84312 697     1.300000 2.968539 0.866667                              P .01 .988950 -.078714   -23   427    -1   223  1371 -.080088
 84313 697     1.300000 2.872088 0.433333                              P .01 .990614 -.073316    79   376   -28   174  1394 -.074739
 84314 617     1.300000 0.555674 4.451385                              P .01 .989528 -.088500     8   317    -9   198  1026 -.089537
 84315 627     1.300000 1.094464 4.307016                              P .01 .989363 -.088398     6   371    -5   203  1040 -.089446
 84316 637     1.300000 1.600000 4.071281                              P .01 .989305 -.088177    77   366   -23   205  1063 -.089266
 84317 647     1.300000 2.056920 3.751342                              P .01 .989204 -.087831   126   362   -32   208  1095 -.088959
